group,uptake_index,ATP_nmol_mg,MMP_ratio,ROS_rel,OCR_pmol_min,apoptosis_pct,inflam_rel,viability_pct,rescue_binary
Healthy,0.2743773663803545,26.433187727299327,1.0694907969330094,1.254826042356416,120.03427132633277,1.0,1.0918313992859068,95.7624570823181,1
Healthy,0.2486559073996569,27.01031397569144,1.0790382903296272,1.2182521743302257,152.47918038691273,13.725721848490887,1.1574150988780063,82.66985612932272,1
Healthy,0.2795000627265999,26.732411085278304,1.0814205321357826,0.9756957229695392,148.5077717617199,2.377290986700735,1.2628830252506715,95.81043696939358,1
Healthy,0.21573377422695142,28.66473389597205,1.0451665286379574,1.1143175170425088,157.41671930101904,9.54256188030457,1.4997418514521288,89.72630073503188,1
Healthy,0.209020581674277,27.02885719615526,1.0521597945657368,1.3304550383758527,149.11571697970527,2.3070124475821165,0.9012278921418904,100.0,1
Healthy,0.3094603336962754,32.07942094015701,0.9448609530397196,1.0441940536649852,150.8744701009666,8.731353969465731,1.2027628445648482,96.20414268116971,1
Healthy,0.3043130850457516,30.399465998348372,1.0303657926857588,1.1577511234687783,127.23209115065299,5.215280192679196,0.9359557969227796,92.83418835540562,1
Healthy,0.2279886199018653,35.16626044902598,0.9203142891797573,1.2788219223199617,121.63974085938275,6.02644792964673,1.1055111549030916,100.0,1
Healthy,0.3068981263834284,32.94740970235002,0.9731665936083149,0.8506271538197213,163.24461278506413,5.714428796699863,0.6820057973205875,90.99717950002923,1
Healthy,0.1764438171198711,31.51939405554779,1.0069338216159405,1.2190805631470203,143.2887664477024,8.347796343058684,1.1924000274595692,92.9773201205603,1
Healthy,0.2865420190045929,27.792885263280496,0.970248515329511,0.8803236830288603,130.33103894650657,9.860991158794146,0.8668124059126159,91.46190294329911,1
Healthy,0.2884597327124727,31.678238314242222,1.0629614384245487,0.9589631578879959,144.36053289893542,6.061848419790305,0.6185272140012323,88.07478941817457,1
Healthy,0.1441840310116478,26.192188196429758,1.027514402886041,0.7835014536451063,144.4446583873185,14.19728627669036,0.8674972897777629,91.38257730730808,1
Healthy,0.17531058559920984,29.056900304260925,0.9085228619059845,0.9312120337881191,161.79834171362603,1.0,1.0783762100271184,100.0,1
Healthy,0.20246800354425645,24.79620152027318,1.0026890959777888,0.8683782402216456,153.77122310927547,6.8517347777172155,1.3194859161460128,90.56019932515198,1
Healthy,0.1681202005902508,30.38182532411786,1.0132493176046788,1.4092304508607345,163.60026765151747,9.88019135099045,1.4242342487834871,85.79236378774125,1
Healthy,0.1988198773800202,26.603443837220723,0.9608227079063825,0.6324409216012264,159.45722389134534,5.166609413171518,0.5845328456097219,88.33530428454998,1
Healthy,0.27508110779601563,33.00868631101838,1.181712268875942,1.8071031027534468,159.9013717721829,1.5867038720600564,0.7327255939274736,100.0,0
Healthy,0.18496471237517392,28.351143726496623,0.9397084650746312,0.9833409024721013,165.97043606394564,8.270722419168482,0.9609355614695139,86.78018578360833,1
Healthy,0.11602536442365144,27.895998411514295,0.9844415995802432,1.5419114982540891,151.80434113601055,14.073610465165064,1.0256328428849089,80.96904807627436,0
Healthy,0.17279065902141025,27.230080751189096,1.1853855286408777,0.7970349991596781,166.7527667753173,1.0,1.1542048126222533,100.0,1
Healthy,0.23746896818735277,29.81973806308804,0.9400666248663431,1.1292860775494091,141.6414635621417,1.0,0.751175253037036,100.0,1
Healthy,0.3763273005128348,30.93895254904554,0.9994287346911374,1.03581676390922,170.88574509174967,8.391356127854754,0.9185502001938828,100.0,1
Healthy,0.2843005150769291,35.47804751721676,1.019235140556126,0.6451434908413347,128.45568534207962,16.08044373173341,1.290492331282659,89.94535824524772,1
Healthy,0.21934501430912098,35.02309006577507,0.8979134897608159,0.7602056796841763,158.45567153071937,4.76529968364592,0.9389246092426284,98.82095690140123,1
Healthy,0.2770059639039147,35.007204406309754,1.0103131187334702,1.17085077475115,117.3828825207061,6.987512425520771,0.8572020342233558,90.70143434082748,1
Healthy,0.17974781064569995,28.619811389484255,1.0768110536636972,0.6531983053069271,151.87270284745725,2.9405136886301997,0.8412114955671004,100.0,1
Healthy,0.2930492349603141,34.810041080930546,0.989538427664334,0.7900688364960932,146.22995062787004,8.09788785463351,0.9863633479838397,90.50138593145132,1
Healthy,0.2572391825302299,30.82051670307686,1.2271517979804714,1.5229827772732873,140.43683875470737,4.9587545973686895,0.8087884539141812,93.58106426017024,0
Healthy,0.27524840028722725,34.2962328739705,0.9364023266260535,0.8080020566804874,114.49861740345048,6.021594630335208,0.718269343561018,95.1838274559177,1
Healthy,0.17985113774659295,29.45963447335583,0.8361925357976306,0.6137794330792151,181.11941943681012,1.0,0.662152031009783,100.0,1
Healthy,0.4824053735392326,26.596732919729,0.9854500237722158,1.0142936735246113,177.39726273838937,1.1947447338465038,0.9496122922738888,100.0,1
Healthy,0.2847812859573295,28.787797608566642,0.9907384360701428,0.6028557235713398,146.02251194566793,4.662955890668092,0.9517913066106112,92.81035053969141,1
Healthy,0.2877230818036111,33.65767460778024,1.017006486034451,1.085288715720513,151.156602309866,7.069044873782806,0.862579411550702,99.03833443568175,1
Healthy,0.24221707212692084,37.30274029763785,1.1409793069929255,1.110761059471398,140.32871217075638,1.0,1.2897417145473997,100.0,1
Healthy,0.28841147227132885,24.009183462404312,1.0865423811219426,1.1137936794050565,133.79087190956332,3.879184227378764,1.0864662048096982,94.21696348567704,1
Healthy,0.2266263051357156,29.567669977176283,0.9754521403722376,1.0508982965911908,173.10201009459078,1.0,0.9606175159556671,100.0,1
